chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
B,21.0,0.14,0.18,0.33,0.16,0.16,0.21,0.0,0.2,0.2,1.1,1.0,0.13,1.2,0.0,0.13,0.0,0.0,?,?,?,?,?,?,4.0,0.0,42.01,1640
D,20.0,0.49,0.72,0.86,1.54,0.16,0.17,0.34,0.9,0.15,1.1,0.0,0.14,1.1,0.0,0.11,3.09,1.0,?,?,?,?,?,?,?,0.0,10.03.01@14.01@14.04@18.02.01.01@20.09.04@20.09.07@32.01,1641
D,42.0,0.82,1.58,1.07,1.4,0.16,0.02,0.14,1.22,0.11,0.2,0.0,0.14,1.1,0.0,0.19,0.74,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1642
D,20.0,0.29,0.52,0.49,0.63,0.16,0.1,0.18,0.48,0.27,0.4,0.0,0.15,1.1,0.0,0.16,1.13,0.0,?,?,?,?,?,2.0,2.0,0.0,12.10,1643
D,21.0,0.39,0.61,0.51,0.45,0.15,0.12,0.16,0.49,0.15,0.8,0.0,0.1,1.5,0.0,0.09,1.78,0.0,?,?,?,?,?,?,?,0.0,01.03.10@16.01@30.01.05.05.01@40.01@42.04@43.01.03.05,1644
D,21.0,0.1,0.16,0.1,0.13,0.15,0.0,-0.05,0.13,0.18,0.0,0.0,0.14,1.1,0.0,0.29,0.17,0.0,1.0,?,?,?,4.0,?,?,0.0,01.03.16.01@11.04.01,1645
D,21.0,0.28,0.65,0.51,0.41,0.15,0.1,0.03,0.46,0.15,0.7,0.0,0.23,0.7,0.0,0.19,0.16,0.0,?,?,?,?,2.0,?,2.0,0.0,10.01.02@10.01.03.05@10.01.05.01@10.01.05.03@16.03.01,1646
C,20.0,3.91,5.68,1.9,5.1,0.14,-0.33,0.04,4.15,0.16,2.1,1.0,0.12,1.2,0.0,0.11,0.36,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1647
C,21.0,0.83,1.58,0.63,1.38,0.14,-0.14,0.07,1.11,0.09,1.6,0.0,0.13,1.1,0.0,0.13,0.54,0.0,?,?,?,?,?,?,?,0.0,10.03.01,1648
C,21.0,5.94,10.3,2.44,6.05,0.14,-0.26,-0.08,6.19,0.15,1.7,1.0,0.14,1.0,0.0,0.14,0.57,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1649
D,20.0,2.91,3.52,3.39,2.87,0.14,0.07,0.02,3.17,0.2,0.4,0.0,0.22,0.6,0.0,0.14,0.14,0.0,?,?,?,?,?,?,?,0.0,12.04.02,1650
B,20.0,4.69,7.32,9.08,4.42,0.13,0.19,-0.14,6.38,0.19,1.0,0.0,0.08,1.6,0.0,0.16,0.88,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1651
D,21.0,1.6,2.22,2.09,2.27,0.13,0.08,0.06,2.05,0.17,0.5,0.0,0.2,0.7,0.0,0.13,0.46,0.0,?,?,?,?,?,?,?,0.0,14.04@20.01.10@20.03@20.09.04,1652
D,42.0,2.93,3.29,4.26,2.03,0.13,0.11,-0.1,3.13,0.13,0.8,0.0,0.17,0.8,0.0,0.15,0.67,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1653
A,21.0,0.22,0.38,0.22,0.29,0.12,-0.04,0.11,0.28,0.07,0.6,0.0,0.11,1.1,0.0,0.11,1.0,0.0,?,?,?,?,?,?,?,0.0,01.03.01.03,1654
B,21.0,0.68,1.15,1.03,1.1,0.12,0.04,0.07,0.99,0.13,0.3,0.0,0.1,1.2,0.0,0.22,0.32,0.0,?,?,?,?,?,?,?,0.0,10.03.01@40.20@42.04.05,1655
C,20.0,1.24,2.24,1.16,2.24,0.12,-0.19,0.01,1.72,0.12,1.6,0.0,0.17,0.7,0.0,0.18,0.06,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1656
D,20.0,0.1,0.17,0.1,0.09,0.12,0.0,0.0,0.12,0.22,0.0,0.0,0.21,0.6,0.0,0.27,0.0,0.0,1.0,?,?,?,4.0,2.0,4.0,0.0,11.02.01@16.03.01,1657
D,20.0,0.88,0.81,1.14,1.12,0.11,0.21,0.18,0.99,0.15,1.4,1.0,0.19,0.6,0.0,0.09,2.0,0.0,?,?,?,?,?,?,?,0.0,12.04.01,1658
B,63.0,3.27,3.71,3.21,2.67,0.1,0.09,0.0,3.22,0.19,0.5,0.0,0.23,0.4,0.0,0.13,0.0,0.0,?,?,?,?,?,?,?,0.0,12.01.01@16.03.03,1659
C,21.0,2.64,5.22,2.07,5.41,0.1,-0.3,0.07,3.84,0.17,1.8,1.0,0.13,0.8,0.0,0.21,0.33,0.0,?,?,?,?,1.0,2.0,?,0.0,10.01.03@10.03.01@14.07@20.01.15@32.01.01@32.07.07@42.25,1660
C,21.0,3.58,9.66,1.96,8.52,0.1,-0.31,0.34,5.93,0.11,2.8,1.0,0.13,0.8,0.0,0.16,2.13,1.0,?,?,?,?,?,?,?,0.0,32.01.01@32.07.07@34.01.01.01@34.11.03,1661
D,20.0,1.45,1.29,1.97,1.41,0.1,0.01,0.09,1.53,0.09,0.1,0.0,0.19,0.5,0.0,0.13,0.69,0.0,?,?,?,?,?,?,?,0.0,01.05@42.01,1662
D,20.0,0.5,0.6,0.8,0.43,0.1,0.01,-0.1,0.58,0.23,0.0,0.0,0.1,1.0,0.0,0.16,0.63,0.0,?,?,?,?,?,?,?,0.0,10.01.09.05@11.02.03.04,1663
D,21.0,1.73,2.15,1.38,2.54,0.1,-0.03,0.14,1.95,0.08,0.4,0.0,0.13,0.8,0.0,0.1,1.4,0.0,?,?,?,?,?,?,?,0.0,01.04@14.04@14.10@20.01.01.01@20.01.15@20.03.22@20.09.13@34.01.01.03,1664
D,20.0,0.27,0.41,0.36,0.37,0.1,0.02,0.05,0.35,0.2,0.1,0.0,0.21,0.5,0.0,0.26,0.19,0.0,?,?,?,?,?,?,?,0.0,11.02.01@16.03.01,1665
B,21.0,0.1,0.09,0.1,0.05,0.09,0.0,0.0,0.07,0.02,0.0,0.0,0.08,1.1,0.0,0.18,0.0,0.0,1.0,?,1.0,?,5.0,2.0,5.0,0.0,11.04.01@11.04.02,1666
C,20.0,11.6,14.0,6.64,15.1,0.09,-0.26,0.03,11.82,0.14,1.9,1.0,0.17,0.5,0.0,0.12,0.25,0.0,?,?,?,?,?,?,?,0.0,01.05@02.13@02.16.01,1667
C,20.0,0.4,0.59,0.3,0.42,0.09,0.0,0.0,0.41,0.13,0.0,0.0,0.38,0.2,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,?,4.0,0.0,01.03.01.03,1668
D,44.0,1.22,2.11,1.22,1.51,0.09,-0.11,-0.07,1.52,0.11,1.0,0.0,0.09,1.0,0.0,0.14,0.5,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1669
D,20.0,0.46,0.52,0.8,0.63,0.09,0.04,0.07,0.6,0.19,0.2,0.0,0.08,1.1,0.0,0.1,0.7,0.0,?,?,?,?,?,?,?,0.0,16.19.03@20.01.01.01@20.01.13@20.01.27@20.03.22@20.03.25@32.05.01.03@32.07@34.01.01.01,1670
A,20.0,0.87,1.16,0.76,0.83,0.08,-0.02,0.06,0.91,0.12,0.2,0.0,0.04,2.0,0.0,0.08,0.75,0.0,?,?,?,?,?,?,?,0.0,01.01.06.04.01@01.07.01@20.09.18.09.01,1671
B,21.0,0.68,0.59,0.86,1.15,0.08,0.21,0.21,0.82,0.17,1.2,1.0,0.12,0.7,0.0,0.17,1.24,1.0,?,?,?,?,?,?,?,0.0,01.01.06.05.01.02@01.01.09.03.01,1672
B,20.0,0.23,0.23,0.29,0.18,0.08,0.04,-0.08,0.23,0.09,0.4,0.0,0.12,0.7,0.0,0.09,0.89,0.0,?,?,?,?,2.0,?,?,0.0,14.01@16.01@32.01.07@42.04,1673
C,20.0,13.2,35.7,17.1,34.4,0.08,-0.07,0.09,25.09,0.35,0.2,0.0,0.22,0.4,0.0,0.31,0.29,0.0,?,?,?,?,?,?,?,0.0,34.11.03.07@41.01.01@42.01,1674
D,21.0,0.1,0.16,0.06,0.17,0.08,0.0,0.12,0.13,0.28,0.0,0.0,0.15,0.5,0.0,0.22,0.55,0.0,1.0,?,?,?,4.0,?,?,0.0,10.01.09.05@14.07.04,1675
C,20.0,0.47,0.8,0.28,0.55,0.07,0.0,-0.03,0.53,0.16,0.0,0.0,0.15,0.5,0.0,0.14,0.21,0.0,?,?,?,?,5.0,?,?,0.0,01.05.06.07@01.07.01@02.45,1676
D,21.0,0.49,0.75,0.44,0.67,0.07,-0.23,-0.01,0.59,0.14,1.6,1.0,0.12,0.6,0.0,0.08,0.13,0.0,?,?,?,?,?,?,?,0.0,20.09.07.03,1677
D,20.0,0.19,0.36,0.31,0.6,0.07,0.13,0.26,0.37,0.12,1.1,0.0,0.14,0.5,0.0,0.2,1.3,1.0,?,?,?,?,?,?,?,0.0,01.03.13@01.05.25@10@14.04@14.07.01@30.01.05.05.01@34.11.12,1678
D,20.0,0.23,0.26,0.56,0.66,0.07,0.14,0.24,0.43,0.19,0.7,0.0,0.12,0.6,0.0,0.09,2.67,1.0,?,?,?,?,?,?,?,0.0,14.07.11@14.13.01.01,1679
A,20.0,0.41,0.48,0.37,0.4,0.06,-0.06,0.0,0.42,0.07,0.9,0.0,0.08,0.8,0.0,0.06,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.10,1680
B,20.0,0.28,0.43,0.11,0.28,0.06,-0.2,0.03,0.28,0.21,1.1,1.0,0.11,0.5,0.0,0.12,0.25,0.0,?,?,?,?,1.0,?,2.0,0.0,11.04.03@12.04@12.07@16.03.03@20.01.21,1681
B,21.0,0.3,0.54,0.47,0.69,0.06,-0.01,0.16,0.5,0.23,0.0,0.0,0.15,0.4,0.0,0.07,2.29,0.0,?,?,?,?,?,?,?,0.0,14.04@20.01.10@20.03@20.09.04,1682
B,20.0,1.4,1.72,1.64,1.49,0.06,0.09,0.03,1.56,0.22,0.4,0.0,0.15,0.4,0.0,0.17,0.18,0.0,?,?,?,?,?,2.0,?,0.0,12.01.01,1683
C,21.0,0.41,0.57,0.3,0.71,0.06,0.0,0.22,0.49,0.13,0.0,0.0,0.15,0.4,0.0,0.12,1.83,1.0,?,?,1.0,?,5.0,2.0,2.0,0.0,01.04@01.05.25@11.02.03.04@14.07.03@30.01.05.01.03@32.01.03@34.11.03.13,1684
D,20.0,0.1,0.12,0.1,0.09,0.06,0.0,0.0,0.11,0.29,0.0,0.0,0.17,0.4,0.0,0.23,0.0,0.0,1.0,?,?,?,4.0,2.0,4.0,0.0,10.01.05@10.01.09.03@11.02.03,1685
D,21.0,1.22,0.77,1.63,2.71,0.06,0.24,0.42,1.58,0.06,4.0,1.0,0.13,0.5,0.0,0.09,4.67,1.0,?,?,?,?,?,?,?,0.0,14.01@14.04@16.01@32.01.07@42.16,1686
D,21.0,0.24,0.21,0.53,0.46,0.06,0.26,0.2,0.36,0.1,2.6,1.0,0.13,0.5,0.0,0.09,2.22,1.0,?,?,?,?,?,?,2.0,0.0,01.03.04@01.07.01@01.07.03@10.01.09.05,1687
C,20.0,0.71,0.69,0.44,0.86,0.05,0.0,0.01,0.68,0.12,0.0,0.0,0.09,0.6,0.0,0.09,0.11,0.0,?,?,?,?,5.0,?,?,0.0,01.05.03.02.04@14.07.02.02,1688
D,21.0,0.13,0.12,0.12,0.13,0.05,-0.17,-0.1,0.13,0.21,0.8,0.0,0.16,0.3,0.0,0.26,0.38,0.0,?,?,?,?,?,2.0,?,0.0,20.01.01.01@20.01.01.07@20.09.18@43.01.03.05,1689
D,21.0,2.57,3.77,4.97,7.09,0.05,0.09,0.27,4.6,0.16,0.6,0.0,0.1,0.5,0.0,0.2,1.35,1.0,?,?,?,?,?,?,?,0.0,32.01@34.11.12,1690
D,20.0,0.1,0.19,0.07,0.08,0.05,0.0,0.0,0.11,0.23,0.0,0.0,0.16,0.3,0.0,0.33,0.0,0.0,1.0,?,?,?,4.0,?,5.0,0.0,11.02.03.01.07@11.02.03.04@16.03.03,1691
D,20.0,0.22,0.26,0.35,0.53,0.05,0.19,0.34,0.34,0.13,1.5,0.0,0.16,0.3,0.0,0.14,2.43,1.0,?,?,?,?,2.0,?,?,0.0,01.04@11.02.03.04@14.07.11@14.13.01.01@16.19.03,1692
D,21.0,0.36,0.22,0.61,0.3,0.05,0.25,-0.09,0.37,0.16,1.6,1.0,0.11,0.5,0.0,0.13,0.69,0.0,?,?,?,?,?,?,?,0.0,20.03@20.09.04,1693
B,41.0,3.2,4.77,5.05,4.78,0.04,0.09,0.02,4.45,0.19,0.5,0.0,0.21,0.2,0.0,0.23,0.09,0.0,?,?,?,?,?,?,?,0.0,12.01.01@16.03.03,1694
B,20.0,0.17,0.22,0.1,0.17,0.04,-0.11,0.07,0.17,0.09,1.2,0.0,0.11,0.4,0.0,0.21,0.33,0.0,?,?,?,?,?,?,?,0.0,12.10,1695
C,20.0,0.58,0.83,0.42,0.87,0.04,0.0,0.11,0.68,0.15,0.0,0.0,0.2,0.2,0.0,0.18,0.61,0.0,?,?,?,?,5.0,?,?,0.0,20.09.14@42.04.03,1696
C,20.0,0.44,0.7,0.3,0.3,0.04,0.0,0.0,0.42,0.13,0.0,0.0,0.2,0.2,0.0,0.17,0.0,0.0,?,?,1.0,1.0,5.0,2.0,5.0,0.0,10.03.01.01.11@10.03.04.05@10.03.04.09@41.01.01@42.04@42.10,1697
D,21.0,0.13,0.16,0.18,0.15,0.04,-0.01,0.07,0.16,0.25,0.0,0.0,0.15,0.3,0.0,0.14,0.5,0.0,?,?,?,?,?,2.0,?,0.0,01.03.16@14.10@16.01@20.09.16.09.03@20.09.18.09.01@34.11.03.07@40.01@42.01@42.04.03@43.01.03.05,1698
D,40.0,2.55,2.95,2.83,2.03,0.04,0.03,-0.11,2.59,0.15,0.2,0.0,0.16,0.3,0.0,0.11,1.0,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1699
D,40.0,3.34,3.89,4.38,2.9,0.04,0.07,-0.11,3.63,0.09,0.8,0.0,0.13,0.3,0.0,0.06,1.83,0.0,?,?,?,?,?,?,?,0.0,12.01.01,1700
D,20.0,0.17,0.22,0.22,0.35,0.04,0.05,0.22,0.24,0.2,0.3,0.0,0.15,0.3,0.0,0.15,1.47,1.0,?,?,?,?,?,?,?,0.0,20.01.03@20.01.07,1701
A,20.0,1.53,1.72,1.19,1.42,0.03,-0.12,0.0,1.47,0.09,1.3,0.0,0.08,0.4,0.0,0.07,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.01.06.05.01.01@01.01.09.03.01,1702
C,21.0,1.05,1.09,1.0,1.55,0.03,-0.1,0.05,1.17,0.11,0.9,0.0,0.21,0.1,0.0,0.18,0.28,0.0,?,?,?,?,?,?,?,0.0,01.01.06.04.01@01.01.06.05@01.01.06.06.01@01.01.09.02,1703
C,21.0,5.07,5.54,2.62,7.47,0.03,-0.28,0.21,5.18,0.12,2.3,1.0,0.08,0.4,0.0,0.15,1.4,1.0,?,?,?,?,?,?,?,0.0,20.01.10@32.01@42.01,1704
D,21.0,0.19,0.29,0.45,0.44,0.03,0.2,0.18,0.34,0.16,1.3,1.0,0.14,0.2,0.0,0.15,1.2,0.0,?,?,?,?,?,?,?,0.0,16.01@20.01.21@20.09.13@20.09.16.09.03@34.11.03.07@40.01@42.04.03@42.29@43.01.03.05,1705
D,21.0,0.1,0.14,0.23,0.23,0.03,0.07,-0.05,0.18,0.28,0.3,0.0,0.14,0.2,0.0,0.29,0.17,0.0,1.0,?,?,?,2.0,2.0,?,0.0,10.03.01@10.03.05.01@42.01@42.04.05,1706
A,41.0,20.9,22.2,14.3,13.9,0.02,-0.16,-0.25,17.81,0.08,2.0,0.0,0.08,0.3,0.0,0.11,2.27,1.0,?,?,?,?,?,?,?,0.0,12.01.01@12.04.02,1707
B,21.0,0.07,0.15,0.09,0.09,0.02,0.0,0.0,0.1,0.07,0.0,0.0,0.05,0.4,0.0,0.18,0.0,0.0,?,?,?,?,5.0,2.0,5.0,0.0,11@12.01.01@16.01@16.03.03,1708
C,21.0,5.4,8.55,3.96,6.55,0.02,-0.19,0.0,6.12,0.15,1.3,0.0,0.11,0.2,0.0,0.17,0.0,0.0,?,?,?,?,?,?,?,0.0,10.03.01@12.01.01@14.10,1709
C,29.0,2.69,3.96,1.15,2.87,0.02,0.0,-0.01,2.67,0.13,0.0,0.0,0.1,0.2,0.0,0.09,0.11,0.0,?,?,?,?,5.0,?,?,0.0,12.01.01@34.11.03.07,1710
D,20.0,0.31,0.31,0.43,0.6,0.02,0.1,0.18,0.41,0.13,0.8,0.0,0.1,0.2,0.0,0.18,1.0,0.0,?,?,?,?,?,?,?,0.0,14.07.11@14.13.01.01,1711
D,21.0,1.2,0.85,1.98,1.85,0.02,0.35,0.22,1.47,0.12,2.9,1.0,0.09,0.2,0.0,0.09,2.44,1.0,?,?,?,?,?,?,?,0.0,01.01.11.04.01,1712
D,20.0,0.1,0.11,0.1,0.1,0.02,0.0,0.0,0.11,0.26,0.0,0.0,0.15,0.1,0.0,0.37,0.0,0.0,1.0,?,?,?,4.0,2.0,4.0,0.0,01.04@02.19@14.07.03,1713
D,20.0,0.24,0.3,0.34,0.37,0.02,0.02,0.03,0.31,0.16,0.1,0.0,0.13,0.2,0.0,0.13,0.23,0.0,?,?,?,?,?,?,2.0,0.0,10.03.01@12.04.01@43.01.03.09,1714
A,21.0,0.22,0.2,0.16,0.18,0.01,-0.04,0.0,0.19,0.07,0.6,0.0,0.07,0.1,0.0,0.06,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.04.03,1715
A,20.0,0.15,0.16,0.21,0.27,0.01,0.07,0.18,0.2,0.16,0.4,0.0,0.15,0.1,0.0,0.15,1.2,0.0,?,?,?,?,2.0,2.0,?,0.0,01.06@16.19,1716
A,21.0,0.1,0.1,0.1,0.1,0.01,0.0,0.0,0.1,0.09,0.0,0.0,0.26,0.0,0.0,0.11,0.0,0.0,1.0,?,?,1.0,5.0,2.0,5.0,0.0,20.09.07.03,1717
A,21.0,0.25,0.25,0.26,0.27,0.01,0.0,0.0,0.26,0.09,0.0,0.0,0.12,0.1,0.0,0.06,0.0,0.0,?,?,?,?,5.0,2.0,5.0,0.0,16.03.01@16.03.03@20.01.21@32.01.09@42.10.03,1718
A,20.0,0.12,0.17,0.18,0.17,0.01,0.02,0.0,0.16,0.12,0.2,0.0,0.26,0.0,0.0,0.09,0.0,0.0,?,?,?,?,?,?,5.0,0.0,34.11.03.07,1719
A,20.0,0.1,0.12,0.11,0.1,0.01,0.0,0.0,0.11,0.1,0.0,0.0,0.16,0.1,0.0,0.02,0.0,0.0,1.0,?,?,1.0,2.0,2.0,5.0,0.0,11.02.03.04,1720
B,33.0,6.12,5.21,5.47,4.0,0.01,-0.08,-0.23,5.2,0.18,0.4,0.0,0.14,0.1,0.0,0.2,1.15,1.0,?,?,?,?,?,?,?,0.0,12.01.01,1721
D,20.0,5.59,7.11,11.0,5.71,0.01,0.13,0.0,7.36,0.1,1.3,0.0,0.13,0.1,0.0,0.22,0.0,0.0,?,?,?,?,?,2.0,4.0,0.0,10.01.09.05@11.02.03.04@16.03.01,1722
D,21.0,0.1,0.11,0.11,0.1,0.01,-0.1,0.0,0.11,0.22,0.5,0.0,0.12,0.1,0.0,0.26,0.0,0.0,1.0,?,?,?,?,?,4.0,0.0,14.10@20.09.07.27@20.09.13,1723
D,20.0,0.52,0.49,0.74,0.53,0.01,0.14,-0.04,0.57,0.13,1.1,0.0,0.12,0.1,0.0,0.1,0.4,0.0,?,?,?,?,?,?,?,0.0,01.05.02.07@02.10@16.19.03,1724
D,21.0,0.34,0.32,0.5,0.43,0.01,0.11,0.12,0.4,0.09,1.2,0.0,0.11,0.1,0.0,0.13,0.92,0.0,?,?,?,?,?,?,2.0,0.0,11.04.03.01@12.04.01,1725
D,20.0,0.35,0.43,0.56,0.41,0.01,0.17,0.05,0.44,0.21,0.8,0.0,0.13,0.1,0.0,0.15,0.33,0.0,?,?,?,?,?,?,?,0.0,12.10,1726
D,21.0,3.31,1.77,3.26,3.13,0.01,0.01,-0.06,2.87,0.13,0.1,0.0,0.3,0.0,0.0,0.11,0.55,0.0,?,?,?,?,?,?,?,0.0,01.05.25@11.02.03.04@12.04.03@14.04@16.01@32.01.07,1727
D,20.0,0.37,0.32,0.66,0.62,0.01,0.22,0.24,0.49,0.13,1.7,1.0,0.14,0.1,0.0,0.1,2.4,1.0,?,?,?,?,2.0,?,2.0,0.0,14.07@20.01.15@32.01.01@32.01.03@32.07@42.16,1728
A,21.0,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,?,1.0,1.0,1.0,5.0,5.0,5.0,0.0,14.04@20.09.03,1729
A,21.0,0.56,0.17,0.66,0.48,0.0,-0.03,0.0,0.47,0.1,0.3,0.0,0.33,0.0,0.0,0.06,0.0,0.0,?,?,?,?,?,5.0,5.0,0.0,01.05@02.16.09@16.17.09@16.21.07,1730
A,20.0,0.26,0.11,0.2,0.16,0.0,0.0,-0.05,0.18,0.09,0.0,0.0,0.29,0.0,0.0,0.07,0.71,0.0,?,?,?,?,5.0,5.0,?,0.0,32.01,1731
A,21.0,0.13,0.05,0.28,0.15,0.0,0.26,0.0,0.15,0.2,1.3,1.0,0.33,0.0,0.0,0.09,0.0,0.0,?,?,?,?,?,5.0,5.0,0.0,01.03.10@01.07.01,1732
A,20.0,0.1,0.0,0.12,0.11,0.0,0.01,0.0,0.09,0.13,0.1,0.0,0.33,0.0,0.0,0.08,0.0,0.0,?,1.0,?,?,2.0,5.0,5.0,0.0,01.03.04@20.01.17,1733
A,21.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.3,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,4.0,5.0,0.0,01.05.25@11.02.03.01.01@11.02.03.04,1734
A,21.0,0.1,0.04,0.1,0.1,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,5.0,5.0,0.0,20.09.07@20.09.16.09.03@40.01@42.04@43.01.03.05,1735
A,20.0,0.12,0.0,0.1,0.28,0.0,0.0,0.16,0.14,0.09,0.0,0.0,0.33,0.0,0.0,0.14,1.14,0.0,?,1.0,?,?,5.0,5.0,?,0.0,01.01.03.02.02@01.01.09.05@32.01.01,1736
A,20.0,0.1,0.1,0.09,0.21,0.0,0.0,0.22,0.12,0.1,0.0,0.0,0.24,0.0,0.0,0.17,1.29,1.0,1.0,?,?,?,5.0,4.0,?,0.0,01.06.05@02.13.03,1737
A,20.0,0.1,0.05,0.08,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.33,0.0,0.0,0.06,0.0,0.0,?,?,?,1.0,5.0,5.0,5.0,0.0,14.10@16.17.09@20.01.01.01.01@34.01.01.01,1738
A,21.0,0.1,0.0,0.08,0.1,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,1.0,1.0,?,1.0,4.0,5.0,5.0,0.0,01.04@01.05.25@11.02.03.04@14.07.03@40.01,1739
A,21.0,0.14,0.13,0.14,0.16,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.21,0.0,0.0,0.03,0.0,0.0,?,?,?,?,5.0,4.0,5.0,0.0,01.04@16.19.03@20.09.07.03@20.09.16@20.09.18,1740
A,20.0,0.12,0.07,0.09,0.34,0.0,0.0,0.13,0.16,0.09,0.0,0.0,0.24,0.0,0.0,0.11,1.18,0.0,?,?,?,?,5.0,4.0,?,0.0,11.02.03.01@11.02.03.04@43.01.03.05,1741
A,20.0,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.26,0.0,0.0,0.03,0.0,0.0,1.0,?,1.0,?,5.0,4.0,5.0,0.0,01.01@01.03.01@01.05.06.07@01.05.13.03@01.07.01@02.04@11.06.02@16.21.07,1742
A,20.0,0.12,0.07,0.1,0.1,0.0,0.0,0.0,0.09,0.16,0.0,0.0,0.33,0.0,0.0,0.06,0.0,0.0,?,?,1.0,1.0,5.0,5.0,5.0,0.0,01.06@20.01.07@20.01.25@32.01.03,1743
